order_date,product_category,product_name,sales_amount,quantity,customer_id,customer_type,region,channel
2024-02-13,Electronics,Electronics Product,311.12,5,1506,Returning,East,Offline
2024-10-08,Electronics,Electronics Product,131.2,4,1413,New,South,Online
2024-10-09,Home,Home Product,58.03,3,1384,Returning,East,Online
2024-03-30,Electronics,Electronics Product,138.8,2,1333,Returning,West,Online
2024-07-31,Clothing,Clothing Product,185.72,1,1390,Returning,South,Offline
2024-04-25,Clothing,Clothing Product,144.5,4,1237,Returning,West,Offline
2024-01-10,Electronics,Electronics Product,141.18,2,1908,New,West,Online
2024-06-26,Home,Home Product,311.0,4,1792,New,North,Online
2024-10-26,Electronics,Electronics Product,121.15,2,1763,Returning,South,Online
2024-03-28,Electronics,Electronics Product,225.09,4,1779,New,West,Offline
2024-03-15,Clothing,Clothing Product,237.1,3,1484,Returning,East,Online
2024-11-24,Clothing,Clothing Product,287.34,4,1203,New,East,Offline
2024-06-20,Electronics,Electronics Product,279.72,5,1872,Returning,East,Offline
2024-07-17,Electronics,Electronics Product,129.4,2,1555,New,West,Offline
2024-07-14,Clothing,Clothing Product,219.96,1,1058,Returning,South,Online
2024-05-19,Electronics,Electronics Product,120.01,5,1915,New,East,Offline
2024-12-20,Home,Home Product,233.85,2,1295,New,West,Offline
2024-04-12,Electronics,Electronics Product,141.23,5,1427,New,West,Online
2024-11-09,Electronics,Electronics Product,274.59,1,1272,New,West,Online
2024-05-16,Electronics,Electronics Product,280.55,1,1541,New,West,Offline
2024-03-24,Electronics,Electronics Product,177.01,1,1221,New,South,Offline
2024-05-31,Home,Home Product,168.18,2,1994,Returning,West,Offline
2024-05-14,Electronics,Electronics Product,248.6,2,1164,Returning,South,Offline
2024-08-02,Electronics,Electronics Product,156.51,4,1078,New,East,Online
2024-04-05,Home,Home Product,211.53,1,1015,Returning,North,Offline
2024-08-27,Clothing,Clothing Product,258.87,2,1277,New,South,Offline
2024-04-09,Electronics,Electronics Product,248.95,3,1078,New,South,Offline
2024-07-04,Home,Home Product,236.15,1,1372,New,South,Offline
2024-03-21,Clothing,Clothing Product,211.6,5,1651,Returning,North,Offline
2024-03-11,Clothing,Clothing Product,203.58,2,1455,Returning,South,Offline
2024-05-06,Clothing,Clothing Product,245.16,4,1473,Returning,North,Online
2024-04-12,Electronics,Electronics Product,202.25,5,1396,New,North,Online
2024-10-22,Home,Home Product,227.13,5,1214,New,East,Online
2024-10-07,Home,Home Product,120.58,1,1103,Returning,West,Offline
2024-02-03,Clothing,Clothing Product,148.22,4,1934,New,South,Offline
2024-03-03,Clothing,Clothing Product,285.26,2,1410,New,West,Online
2024-10-10,Electronics,Electronics Product,147.35,3,1587,Returning,South,Offline
2024-09-01,Electronics,Electronics Product,140.06,1,1309,Returning,South,Online
2024-05-23,Clothing,Clothing Product,140.01,2,1077,New,South,Offline
2024-01-22,Electronics,Electronics Product,331.62,5,1980,Returning,West,Online
2024-04-22,Electronics,Electronics Product,192.94,1,1552,Returning,West,Offline
2024-02-17,Electronics,Electronics Product,147.62,4,1766,New,East,Online
2024-08-05,Electronics,Electronics Product,124.17,5,1067,Returning,South,Offline
2024-06-30,Home,Home Product,258.08,2,1178,Returning,South,Online
2024-02-16,Home,Home Product,251.61,5,1296,New,South,Online
2024-11-03,Electronics,Electronics Product,248.62,2,1065,Returning,East,Offline
2024-10-06,Electronics,Electronics Product,123.81,3,1713,New,South,Offline
2024-02-28,Clothing,Clothing Product,223.94,4,1353,Returning,South,Online
2024-02-04,Electronics,Electronics Product,212.76,4,1693,Returning,South,Online
2024-05-26,Clothing,Clothing Product,139.71,1,1418,New,South,Online
2024-12-15,Home,Home Product,185.54,1,1817,Returning,North,Online
2024-11-08,Electronics,Electronics Product,213.74,4,1881,New,North,Online
2024-02-06,Home,Home Product,224.62,3,1555,Returning,West,Offline
2024-03-08,Electronics,Electronics Product,189.75,3,1929,Returning,West,Offline
2024-09-23,Clothing,Clothing Product,228.8,2,1409,Returning,East,Online
2024-05-15,Clothing,Clothing Product,195.63,1,1908,New,East,Offline
2024-03-27,Clothing,Clothing Product,226.84,2,1620,New,West,Online
2024-09-12,Home,Home Product,200.26,1,1723,Returning,North,Online
2024-10-12,Home,Home Product,218.82,3,1698,New,North,Offline
2024-10-28,Electronics,Electronics Product,110.92,4,1632,Returning,West,Online
2024-12-01,Clothing,Clothing Product,66.89,5,1637,Returning,North,Offline
2024-08-27,Home,Home Product,345.13,2,1763,Returning,South,Offline
2024-07-01,Home,Home Product,278.89,5,1019,New,North,Online
2024-03-06,Clothing,Clothing Product,266.97,2,1309,Returning,East,Offline
2024-01-06,Home,Home Product,265.98,1,1257,Returning,South,Online
2024-08-21,Electronics,Electronics Product,312.12,1,1273,Returning,West,Online
2024-10-02,Home,Home Product,175.88,1,1282,New,East,Online
2024-06-28,Clothing,Clothing Product,136.2,1,1483,Returning,North,Offline
2024-12-02,Clothing,Clothing Product,206.87,4,1022,Returning,South,Offline
2024-04-14,Clothing,Clothing Product,139.4,5,1658,Returning,East,Offline
2024-08-09,Clothing,Clothing Product,152.09,4,1026,New,East,Online
2024-01-02,Clothing,Clothing Product,213.29,5,1381,New,North,Offline
2024-07-02,Home,Home Product,117.91,1,1374,Returning,South,Online
2024-12-21,Electronics,Electronics Product,182.11,2,1844,Returning,North,Online
2024-05-15,Electronics,Electronics Product,240.68,3,1119,Returning,East,Online
2024-10-07,Electronics,Electronics Product,240.09,4,1727,New,West,Offline
2024-03-12,Electronics,Electronics Product,136.55,3,1819,New,West,Online
2024-05-19,Home,Home Product,188.68,4,1078,New,East,Offline
2024-11-17,Home,Home Product,191.7,3,1436,New,West,Online
2024-01-15,Clothing,Clothing Product,107.19,2,1626,Returning,South,Online
2024-02-08,Electronics,Electronics Product,271.9,4,1831,Returning,South,Online
2024-04-04,Electronics,Electronics Product,198.93,1,1227,New,North,Online
2024-08-29,Electronics,Electronics Product,156.88,3,1817,Returning,West,Offline
2024-10-25,Clothing,Clothing Product,237.94,1,1583,New,East,Online
2024-05-18,Clothing,Clothing Product,271.3,2,1221,Returning,West,Offline
2024-03-17,Clothing,Clothing Product,201.06,4,1160,Returning,South,Offline
2024-01-29,Clothing,Clothing Product,202.06,1,1368,Returning,South,Offline
2024-09-07,Electronics,Electronics Product,133.69,5,1292,New,South,Online
2024-03-12,Clothing,Clothing Product,286.36,2,1631,Returning,East,Online
2024-03-05,Clothing,Clothing Product,225.49,4,1106,New,North,Online
2024-02-05,Home,Home Product,175.73,1,1895,New,East,Online
2024-11-17,Electronics,Electronics Product,161.36,2,1353,New,South,Online
2024-11-11,Home,Home Product,167.85,1,1355,Returning,North,Online
2024-01-13,Electronics,Electronics Product,164.63,4,1354,Returning,East,Offline
2024-08-23,Electronics,Electronics Product,69.97,2,1850,New,East,Online
2024-05-12,Clothing,Clothing Product,145.36,1,1745,Returning,North,Online
2024-01-01,Home,Home Product,247.87,1,1216,Returning,South,Offline
2024-11-23,Home,Home Product,271.23,3,1414,Returning,North,Online
2024-05-13,Electronics,Electronics Product,231.37,1,1027,New,East,Offline
2024-08-07,Home,Home Product,235.64,3,1285,Returning,South,Offline
2024-09-06,Electronics,Electronics Product,162.57,2,1491,Returning,South,Offline
2024-03-22,Electronics,Electronics Product,189.15,3,1791,New,North,Offline
2024-08-13,Electronics,Electronics Product,102.97,1,1357,New,West,Offline
2024-05-01,Clothing,Clothing Product,220.78,1,1462,Returning,West,Online
2024-08-31,Home,Home Product,215.83,4,1878,Returning,North,Offline
2024-10-07,Home,Home Product,124.85,2,1605,New,South,Online
2024-10-23,Electronics,Electronics Product,127.1,2,1071,Returning,South,Offline
2024-09-26,Home,Home Product,32.29,4,1378,New,East,Online
2024-06-16,Electronics,Electronics Product,151.51,4,1774,Returning,North,Online
2024-04-29,Clothing,Clothing Product,185.07,2,1440,New,East,Offline
2024-01-28,Home,Home Product,203.23,4,1898,New,South,Offline
2024-10-25,Clothing,Clothing Product,227.65,2,1114,Returning,East,Online
2024-09-14,Clothing,Clothing Product,181.18,5,1212,New,North,Offline
2024-07-06,Clothing,Clothing Product,184.42,2,1148,Returning,West,Offline
2024-03-12,Home,Home Product,202.37,1,1549,Returning,West,Offline
2024-02-13,Clothing,Clothing Product,332.48,2,1022,Returning,North,Online
2024-05-03,Clothing,Clothing Product,237.38,5,1192,New,South,Offline
2024-08-31,Electronics,Electronics Product,238.49,4,1090,New,West,Offline
2024-12-24,Clothing,Clothing Product,174.51,4,1698,New,South,Offline
2024-02-12,Home,Home Product,226.97,3,1684,New,East,Online
2024-12-01,Home,Home Product,116.69,2,1938,Returning,North,Online
2024-10-18,Electronics,Electronics Product,146.45,2,1311,Returning,East,Offline
2024-05-15,Clothing,Clothing Product,238.12,2,1733,Returning,South,Online
2024-03-14,Home,Home Product,178.37,1,1648,New,South,Online
2024-07-09,Electronics,Electronics Product,134.23,1,1863,Returning,North,Online
2024-11-22,Home,Home Product,86.59,1,1338,Returning,East,Online
2024-11-02,Clothing,Clothing Product,176.47,1,1146,New,South,Offline
2024-01-07,Clothing,Clothing Product,199.9,3,1887,New,North,Online
2024-07-04,Home,Home Product,226.25,3,1253,Returning,West,Offline
2024-11-30,Home,Home Product,208.33,3,1445,New,South,Offline
2024-04-22,Clothing,Clothing Product,237.15,5,1719,Returning,West,Online
2024-03-03,Clothing,Clothing Product,221.33,5,1072,Returning,West,Online
2024-11-30,Electronics,Electronics Product,300.01,2,1027,Returning,East,Online
2024-10-22,Home,Home Product,218.43,5,1831,New,East,Offline
2024-01-30,Clothing,Clothing Product,249.89,2,1179,New,South,Offline
2024-10-11,Home,Home Product,247.89,3,1145,New,West,Online
2024-11-11,Clothing,Clothing Product,99.96,5,1022,New,South,Online
2024-09-02,Electronics,Electronics Product,129.71,3,1829,Returning,East,Online
2024-03-27,Clothing,Clothing Product,190.4,5,1040,Returning,East,Offline
2024-07-09,Electronics,Electronics Product,185.4,2,1473,Returning,East,Offline
2024-05-21,Home,Home Product,177.33,4,1045,New,East,Online
2024-08-23,Home,Home Product,97.93,1,1897,Returning,West,Offline
2024-02-21,Electronics,Electronics Product,204.44,4,1178,New,North,Online
2024-12-22,Home,Home Product,205.8,3,1725,Returning,East,Online
2024-08-07,Home,Home Product,125.13,2,1042,Returning,South,Online
2024-12-16,Home,Home Product,97.16,5,1942,Returning,South,Offline
2024-03-03,Clothing,Clothing Product,173.92,4,1547,Returning,East,Offline
2024-11-15,Electronics,Electronics Product,207.28,2,1263,New,South,Online
2024-07-26,Clothing,Clothing Product,187.55,4,1721,New,West,Online
2024-11-07,Clothing,Clothing Product,154.5,5,1257,New,South,Offline
2024-08-31,Electronics,Electronics Product,149.76,1,1817,Returning,West,Online
2024-08-08,Electronics,Electronics Product,253.75,2,1789,New,North,Offline
2024-02-10,Clothing,Clothing Product,103.03,2,1750,Returning,West,Online
2024-09-05,Electronics,Electronics Product,124.26,2,1023,New,East,Offline
2024-01-26,Home,Home Product,205.71,5,1538,Returning,North,Offline
2024-03-11,Home,Home Product,305.42,1,1026,Returning,West,Online
2024-12-14,Clothing,Clothing Product,217.24,1,1058,Returning,North,Online
2024-12-24,Home,Home Product,256.62,2,1061,New,West,Offline
2024-09-20,Electronics,Electronics Product,182.71,2,1346,New,North,Offline
2024-01-14,Clothing,Clothing Product,209.03,4,1822,New,West,Offline
2024-08-04,Home,Home Product,189.48,5,1658,New,West,Online
2024-12-24,Home,Home Product,145.71,2,1430,New,South,Offline
2024-12-12,Home,Home Product,157.0,1,1739,Returning,North,Online
2024-08-26,Home,Home Product,124.62,5,1275,New,East,Offline
2024-03-14,Clothing,Clothing Product,211.03,1,1963,New,South,Offline
2024-03-11,Electronics,Electronics Product,304.38,2,1856,New,North,Offline
2024-09-25,Clothing,Clothing Product,294.35,1,1873,Returning,West,Online
2024-12-17,Electronics,Electronics Product,110.11,4,1358,New,West,Offline
2024-06-17,Electronics,Electronics Product,269.98,1,1912,Returning,North,Online
2024-10-12,Electronics,Electronics Product,108.26,5,1272,Returning,South,Online
2024-12-25,Electronics,Electronics Product,149.12,1,1704,Returning,North,Offline
2024-02-06,Home,Home Product,147.36,1,1239,Returning,North,Online
2024-10-19,Clothing,Clothing Product,262.89,5,1299,New,East,Online
2024-02-15,Home,Home Product,149.71,3,1714,Returning,East,Online
2024-10-24,Home,Home Product,151.28,1,1572,Returning,South,Online
2024-03-04,Clothing,Clothing Product,267.91,2,1317,New,North,Offline
2024-06-30,Home,Home Product,243.1,3,1137,Returning,East,Offline
2024-06-15,Home,Home Product,50.36,3,1193,New,East,Online
2024-11-03,Clothing,Clothing Product,231.16,3,1607,New,North,Offline
2024-08-10,Electronics,Electronics Product,250.5,2,1515,Returning,North,Online
2024-01-18,Home,Home Product,71.04,5,1552,Returning,East,Offline
2024-02-07,Clothing,Clothing Product,205.92,3,1804,New,North,Online
2024-01-16,Electronics,Electronics Product,178.85,2,1359,Returning,South,Offline
2024-05-08,Home,Home Product,328.9,4,1591,Returning,West,Online
2024-09-19,Home,Home Product,196.46,5,1458,Returning,East,Offline
2024-08-19,Electronics,Electronics Product,311.08,4,1078,Returning,North,Offline
2024-10-01,Home,Home Product,200.98,4,1510,New,West,Offline
2024-07-28,Home,Home Product,140.78,2,1057,Returning,East,Offline
2024-01-18,Clothing,Clothing Product,184.04,3,1620,New,West,Offline
2024-02-13,Home,Home Product,233.41,2,1604,New,East,Offline
2024-10-20,Clothing,Clothing Product,250.82,2,1188,New,West,Offline
2024-06-06,Home,Home Product,165.7,4,1032,Returning,South,Offline
2024-12-26,Home,Home Product,209.07,1,1809,New,North,Online
2024-06-28,Home,Home Product,81.71,5,1356,New,West,Online
2024-11-26,Clothing,Clothing Product,138.75,3,1939,Returning,East,Online
2024-08-23,Home,Home Product,148.71,2,1669,Returning,South,Online
2024-01-30,Clothing,Clothing Product,232.76,2,1096,Returning,South,Online
2024-08-17,Clothing,Clothing Product,172.06,3,1519,New,East,Online
2024-11-10,Electronics,Electronics Product,202.95,1,1458,Returning,West,Online
2024-03-27,Clothing,Clothing Product,188.42,2,1506,Returning,South,Online
2024-05-01,Clothing,Clothing Product,156.79,4,1920,New,East,Offline
2024-11-26,Electronics,Electronics Product,242.42,2,1227,Returning,East,Online
2024-07-12,Electronics,Electronics Product,247.64,2,1689,Returning,South,Online
2024-06-14,Home,Home Product,182.22,3,1466,New,East,Online
2024-04-05,Home,Home Product,338.36,1,1788,Returning,South,Offline
2024-11-15,Electronics,Electronics Product,116.04,4,1798,Returning,West,Online
2024-06-03,Electronics,Electronics Product,212.12,4,1760,Returning,South,Online
2024-04-14,Clothing,Clothing Product,172.43,3,1210,Returning,East,Offline
2024-11-08,Electronics,Electronics Product,252.29,3,1145,New,West,Offline
2024-06-01,Home,Home Product,219.63,2,1660,Returning,East,Offline
2024-09-03,Electronics,Electronics Product,153.16,4,1371,New,South,Offline
2024-04-22,Clothing,Clothing Product,209.4,1,1590,Returning,West,Online
2024-02-26,Home,Home Product,151.66,5,1219,Returning,North,Offline
2024-12-07,Clothing,Clothing Product,142.83,5,1119,Returning,South,Offline
2024-04-14,Clothing,Clothing Product,115.58,1,1529,New,South,Offline
2024-06-21,Electronics,Electronics Product,97.64,2,1841,New,North,Offline
2024-06-12,Clothing,Clothing Product,182.42,4,1741,New,North,Online
2024-05-04,Clothing,Clothing Product,172.27,1,1052,New,South,Online
2024-05-28,Home,Home Product,218.38,2,1217,Returning,East,Online
2024-08-13,Clothing,Clothing Product,194.37,1,1710,Returning,South,Online
2024-06-06,Clothing,Clothing Product,219.14,5,1982,New,North,Online
2024-09-02,Electronics,Electronics Product,25.27,4,1022,Returning,West,Offline
2024-04-13,Electronics,Electronics Product,111.92,3,1983,Returning,North,Offline
2024-04-19,Electronics,Electronics Product,191.02,4,1407,Returning,West,Offline
2024-01-06,Electronics,Electronics Product,305.86,4,1841,New,East,Offline
2024-12-18,Clothing,Clothing Product,128.85,5,1139,New,West,Online
2024-10-26,Electronics,Electronics Product,296.03,4,1306,Returning,North,Online
2024-01-21,Clothing,Clothing Product,176.31,1,1448,Returning,West,Online
2024-03-16,Home,Home Product,140.78,4,1404,Returning,South,Offline
2024-09-14,Clothing,Clothing Product,96.55,2,1837,New,South,Offline
2024-05-30,Electronics,Electronics Product,138.37,1,1171,New,West,Online
2024-01-22,Clothing,Clothing Product,220.98,3,1171,New,East,Offline
2024-02-16,Clothing,Clothing Product,275.37,4,1962,New,South,Offline
2024-12-17,Home,Home Product,203.45,5,1050,New,South,Online
2024-04-21,Home,Home Product,208.66,2,1297,Returning,East,Offline
2024-08-31,Clothing,Clothing Product,219.85,1,1238,New,North,Online
2024-11-29,Clothing,Clothing Product,305.82,3,1366,Returning,East,Offline
2024-06-06,Home,Home Product,251.79,4,1303,Returning,South,Offline
2024-05-11,Electronics,Electronics Product,250.03,2,1339,Returning,North,Online
2024-09-17,Electronics,Electronics Product,181.69,3,1439,Returning,South,Offline
2024-12-14,Home,Home Product,179.37,5,1922,Returning,East,Online
2024-04-22,Electronics,Electronics Product,207.29,3,1784,Returning,North,Online
2024-07-07,Home,Home Product,103.81,5,1199,Returning,South,Offline
2024-04-11,Clothing,Clothing Product,91.11,1,1448,Returning,North,Online
2024-08-18,Clothing,Clothing Product,75.51,2,1639,New,North,Offline
2024-09-18,Home,Home Product,70.97,3,1987,New,East,Offline
2024-07-23,Home,Home Product,258.87,1,1714,New,North,Online
2024-08-20,Electronics,Electronics Product,176.78,5,1000,New,North,Offline
2024-08-04,Clothing,Clothing Product,143.85,4,1826,New,West,Offline
2024-11-30,Clothing,Clothing Product,135.45,5,1437,New,West,Online
2024-01-30,Clothing,Clothing Product,128.61,3,1044,Returning,East,Offline
2024-09-09,Clothing,Clothing Product,246.17,2,1621,Returning,East,Offline
2024-04-23,Home,Home Product,186.62,4,1849,New,East,Offline
2024-02-19,Home,Home Product,216.92,2,1231,Returning,East,Online
2024-10-25,Clothing,Clothing Product,127.17,1,1513,New,South,Online
2024-05-11,Home,Home Product,253.23,4,1600,Returning,South,Offline
2024-02-18,Clothing,Clothing Product,146.33,2,1282,Returning,West,Online
2024-04-13,Home,Home Product,262.68,5,1858,Returning,North,Offline
2024-03-21,Home,Home Product,255.19,3,1770,New,West,Offline
2024-01-17,Home,Home Product,284.19,5,1899,Returning,South,Online
2024-11-12,Electronics,Electronics Product,217.98,3,1154,Returning,North,Online
2024-09-28,Home,Home Product,98.88,4,1074,New,South,Online
2024-07-30,Electronics,Electronics Product,219.01,5,1704,Returning,East,Online
2024-10-31,Clothing,Clothing Product,267.35,4,1726,Returning,West,Offline
2024-03-19,Clothing,Clothing Product,193.63,4,1234,New,East,Offline
2024-10-04,Clothing,Clothing Product,178.81,1,1116,New,East,Offline
2024-08-28,Home,Home Product,135.39,4,1048,New,South,Offline
2024-05-21,Clothing,Clothing Product,188.35,4,1705,New,South,Online
2024-09-14,Electronics,Electronics Product,147.69,5,1227,New,East,Online
2024-09-10,Clothing,Clothing Product,278.24,4,1457,New,East,Online
2024-04-04,Electronics,Electronics Product,222.71,4,1380,Returning,North,Online
2024-04-18,Electronics,Electronics Product,163.62,1,1709,Returning,West,Offline
2024-05-22,Home,Home Product,48.75,2,1835,Returning,North,Online
2024-08-17,Home,Home Product,208.93,3,1262,Returning,West,Online
2024-11-24,Clothing,Clothing Product,137.86,3,1307,Returning,East,Offline
2024-09-18,Electronics,Electronics Product,189.65,4,1250,New,South,Online
2024-11-19,Electronics,Electronics Product,181.89,1,1216,New,North,Online
2024-11-16,Clothing,Clothing Product,161.33,5,1575,New,South,Online
2024-08-06,Clothing,Clothing Product,250.54,3,1364,Returning,South,Online
2024-07-17,Clothing,Clothing Product,324.11,2,1031,Returning,North,Online
2024-03-27,Electronics,Electronics Product,189.75,4,1737,Returning,East,Online
2024-03-17,Electronics,Electronics Product,146.38,1,1543,New,East,Online
2024-05-16,Home,Home Product,247.86,3,1115,Returning,West,Offline
2024-08-07,Electronics,Electronics Product,121.61,4,1759,Returning,North,Online
2024-12-30,Clothing,Clothing Product,187.73,5,1330,Returning,North,Offline
2024-02-25,Clothing,Clothing Product,142.57,5,1339,New,East,Offline
2024-10-11,Electronics,Electronics Product,132.86,1,1331,Returning,South,Offline
2024-01-30,Clothing,Clothing Product,218.8,5,1896,New,North,Online
2024-12-28,Clothing,Clothing Product,172.58,3,1694,Returning,West,Online
2024-01-02,Home,Home Product,141.96,4,1834,New,South,Online
2024-03-11,Electronics,Electronics Product,291.94,3,1695,Returning,West,Offline
2024-01-15,Electronics,Electronics Product,225.23,5,1033,New,West,Online
2024-08-11,Home,Home Product,298.67,2,1280,Returning,East,Online
2024-10-18,Home,Home Product,218.95,4,1433,Returning,East,Online
2024-07-26,Clothing,Clothing Product,303.15,1,1556,Returning,North,Online
2024-08-31,Clothing,Clothing Product,232.26,5,1851,New,South,Online
2024-03-12,Clothing,Clothing Product,262.06,5,1685,New,West,Online
2024-02-27,Clothing,Clothing Product,96.67,4,1642,New,East,Offline
2024-10-17,Electronics,Electronics Product,147.99,2,1541,Returning,South,Offline
2024-03-30,Clothing,Clothing Product,83.42,4,1653,Returning,East,Offline
2024-03-03,Clothing,Clothing Product,182.6,1,1580,Returning,North,Offline
2024-04-25,Clothing,Clothing Product,242.44,5,1015,New,West,Online
2024-04-20,Electronics,Electronics Product,275.46,5,1242,Returning,West,Offline
2024-03-26,Clothing,Clothing Product,167.99,4,1415,Returning,East,Online
2024-07-08,Clothing,Clothing Product,149.09,1,1702,Returning,North,Online
2024-01-25,Clothing,Clothing Product,103.28,2,1982,Returning,West,Offline
2024-10-14,Home,Home Product,226.64,5,1508,New,North,Online
2024-10-20,Electronics,Electronics Product,152.52,3,1749,New,West,Offline
2024-08-03,Clothing,Clothing Product,129.5,1,1329,Returning,South,Online
2024-12-04,Electronics,Electronics Product,194.11,4,1500,New,South,Online
2024-02-19,Clothing,Clothing Product,173.09,5,1827,Returning,North,Online
2024-09-07,Electronics,Electronics Product,203.09,3,1419,New,South,Online
2024-02-21,Clothing,Clothing Product,219.45,1,1144,New,North,Online
2024-06-26,Home,Home Product,230.11,3,1865,New,South,Online
2024-02-09,Electronics,Electronics Product,93.92,5,1792,New,North,Online
2024-12-23,Electronics,Electronics Product,150.88,2,1824,Returning,South,Online
2024-02-06,Electronics,Electronics Product,149.7,3,1147,Returning,West,Offline
2024-10-09,Electronics,Electronics Product,95.43,2,1254,Returning,South,Online
2024-03-27,Home,Home Product,263.51,1,1155,Returning,East,Offline
2024-09-26,Clothing,Clothing Product,163.24,2,1993,Returning,South,Online
2024-04-26,Electronics,Electronics Product,198.79,2,1179,New,North,Online
2024-09-30,Clothing,Clothing Product,267.39,3,1617,Returning,North,Online
2024-05-08,Clothing,Clothing Product,185.18,5,1274,New,South,Offline
2024-09-16,Home,Home Product,84.44,5,1765,Returning,North,Offline
2024-07-29,Electronics,Electronics Product,220.36,4,1812,Returning,North,Online
2024-10-14,Electronics,Electronics Product,236.6,1,1847,New,West,Online
2024-05-25,Clothing,Clothing Product,152.0,3,1748,Returning,South,Online
2024-06-19,Clothing,Clothing Product,201.95,2,1154,Returning,East,Online
2024-12-02,Electronics,Electronics Product,183.99,4,1175,Returning,East,Offline
2024-08-01,Clothing,Clothing Product,219.38,4,1603,Returning,West,Online
2024-04-17,Electronics,Electronics Product,100.6,4,1328,Returning,North,Offline
2024-12-30,Electronics,Electronics Product,311.86,3,1194,Returning,North,Offline
2024-12-18,Clothing,Clothing Product,138.68,5,1259,Returning,West,Online
2024-03-03,Clothing,Clothing Product,142.19,3,1371,Returning,North,Online
2024-03-10,Clothing,Clothing Product,170.85,2,1716,New,East,Offline
2024-09-05,Clothing,Clothing Product,161.99,4,1677,New,North,Offline
2024-02-05,Clothing,Clothing Product,177.81,2,1541,Returning,West,Online
2024-04-15,Home,Home Product,168.2,5,1832,Returning,South,Offline
2024-02-15,Electronics,Electronics Product,255.74,1,1687,New,South,Online
2024-03-03,Clothing,Clothing Product,213.5,1,1318,Returning,West,Offline
2024-05-07,Clothing,Clothing Product,139.57,4,1970,Returning,West,Offline
2024-03-10,Electronics,Electronics Product,210.09,5,1160,New,South,Offline
2024-02-01,Clothing,Clothing Product,285.44,4,1655,New,West,Online
2024-03-07,Electronics,Electronics Product,284.83,4,1442,New,North,Online
2024-12-18,Electronics,Electronics Product,137.98,1,1470,New,East,Online
2024-06-09,Electronics,Electronics Product,195.33,5,1599,New,North,Offline
2024-07-10,Clothing,Clothing Product,117.54,3,1475,New,North,Offline
2024-09-19,Clothing,Clothing Product,24.04,5,1636,Returning,South,Online
2024-06-20,Clothing,Clothing Product,146.8,4,1988,Returning,South,Offline
2024-05-28,Electronics,Electronics Product,245.0,4,1186,Returning,East,Offline
2024-08-16,Clothing,Clothing Product,168.02,1,1957,Returning,West,Online
2024-08-09,Electronics,Electronics Product,238.39,2,1034,New,South,Offline
2024-08-04,Clothing,Clothing Product,206.15,5,1670,New,North,Online
2024-07-20,Home,Home Product,293.36,1,1636,New,South,Online
2024-05-05,Clothing,Clothing Product,149.58,2,1303,New,West,Online
2024-04-02,Home,Home Product,176.07,4,1245,Returning,East,Offline
2024-05-17,Electronics,Electronics Product,141.32,5,1599,Returning,West,Online
2024-12-16,Electronics,Electronics Product,163.25,2,1449,New,West,Online
2024-04-04,Electronics,Electronics Product,190.28,5,1083,New,East,Offline
2024-06-05,Electronics,Electronics Product,266.79,4,1794,New,North,Offline
2024-09-20,Electronics,Electronics Product,121.79,4,1003,Returning,South,Online
2024-08-18,Clothing,Clothing Product,295.47,5,1629,Returning,North,Online
2024-08-27,Home,Home Product,189.59,4,1934,New,East,Offline
2024-07-11,Home,Home Product,224.95,2,1481,Returning,East,Online
2024-08-31,Clothing,Clothing Product,245.17,2,1047,Returning,North,Offline
2024-05-16,Clothing,Clothing Product,180.0,5,1505,New,North,Online
2024-05-09,Home,Home Product,158.91,4,1065,Returning,South,Online
2024-12-16,Home,Home Product,194.34,1,1939,Returning,East,Online
2024-01-15,Clothing,Clothing Product,241.24,2,1646,New,North,Online
2024-10-16,Electronics,Electronics Product,246.77,3,1941,Returning,West,Online
2024-02-12,Electronics,Electronics Product,170.08,2,1834,Returning,West,Offline
2024-12-24,Home,Home Product,115.67,3,1443,Returning,South,Offline
2024-12-18,Home,Home Product,161.84,3,1584,Returning,West,Online
2024-04-24,Electronics,Electronics Product,162.38,2,1887,New,East,Online
2024-12-03,Clothing,Clothing Product,249.65,4,1599,New,North,Online
2024-11-13,Electronics,Electronics Product,147.94,1,1902,New,South,Offline
2024-09-29,Home,Home Product,252.15,5,1116,New,East,Online
2024-02-22,Electronics,Electronics Product,113.62,5,1233,New,South,Online
2024-02-04,Electronics,Electronics Product,222.33,5,1529,New,South,Online
2024-07-06,Electronics,Electronics Product,234.32,4,1417,Returning,South,Online
2024-10-18,Electronics,Electronics Product,157.97,1,1689,Returning,South,Online
2024-10-27,Clothing,Clothing Product,166.63,4,1885,Returning,South,Online
2024-03-15,Electronics,Electronics Product,233.35,3,1996,Returning,South,Offline
2024-03-23,Home,Home Product,186.41,2,1577,New,North,Offline
2024-09-20,Clothing,Clothing Product,150.4,2,1393,New,North,Offline
2024-05-19,Home,Home Product,214.35,5,1344,Returning,South,Online
2024-09-06,Electronics,Electronics Product,157.65,3,1519,Returning,West,Offline
2024-10-10,Home,Home Product,305.07,2,1521,New,East,Online
2024-10-15,Clothing,Clothing Product,106.93,5,1243,Returning,East,Online
2024-10-20,Home,Home Product,213.53,1,1473,Returning,South,Online
2024-02-28,Clothing,Clothing Product,213.96,5,1509,Returning,North,Online
2024-08-01,Electronics,Electronics Product,280.59,3,1128,New,East,Online
2024-01-29,Electronics,Electronics Product,248.47,3,1647,New,East,Offline
2024-06-16,Electronics,Electronics Product,197.66,1,1246,Returning,North,Online
